user_id,item_type,grammar_tag,time,y
15334012141828198e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
15334012141828198e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
15334012141828198e3,multiple-choice_vocabulary,NA,Baseline,1
15334012141828198e3,multiple-choice_vocabulary,NA,Post-test,1
16655810657381196e3,production_grammar,it-as-a-subject,Baseline,0
16655810657381196e3,production_grammar,it-as-a-subject,Post-test,1
16655810657381196e3,production_vocabulary,NA,Baseline,1
16655810657381196e3,production_vocabulary,NA,Post-test,1
16655810657381196e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,1
16655810657381196e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,0
16655810657381196e3,multiple-choice_grammar,phrasal-verbs,Baseline,0
16655810657381196e3,multiple-choice_grammar,phrasal-verbs,Post-test,0
1070123756784306e4,production_grammar,comparatives-superlatives,Baseline,0
1070123756784306e4,production_grammar,comparatives-superlatives,Post-test,1
1070123756784306e4,production_vocabulary,NA,Baseline,1
1070123756784306e4,production_vocabulary,NA,Post-test,1
1070123756784306e4,multiple-choice_grammar,possessive-pronouns,Baseline,1
1070123756784306e4,multiple-choice_grammar,possessive-pronouns,Post-test,1
1070123756784306e4,multiple-choice_vocabulary,NA,Baseline,0
1070123756784306e4,multiple-choice_vocabulary,NA,Post-test,0
17149863452654535e3,production_grammar,existential,Baseline,1
17149863452654535e3,production_grammar,existential,Post-test,1
17149863452654535e3,production_vocabulary,NA,Baseline,1
17149863452654535e3,production_vocabulary,NA,Post-test,1
17149863452654535e3,multiple-choice_grammar,simple-present-q-does,Baseline,0
17149863452654535e3,multiple-choice_grammar,simple-present-q-does,Post-test,0
17149863452654535e3,multiple-choice_grammar,modal-verbs,Baseline,1
17149863452654535e3,multiple-choice_grammar,modal-verbs,Post-test,1
10702906491801133e3,production_grammar,simple-present-neg-does,Baseline,1
10702906491801133e3,production_grammar,simple-present-neg-does,Post-test,1
10702906491801133e3,production_vocabulary,NA,Baseline,0
10702906491801133e3,production_vocabulary,NA,Post-test,1
10702906491801133e3,multiple-choice_grammar,articles,Baseline,0
10702906491801133e3,multiple-choice_grammar,articles,Post-test,0
10702906491801133e3,multiple-choice_vocabulary,NA,Baseline,1
10702906491801133e3,multiple-choice_vocabulary,NA,Post-test,1
4232694647579529e3,production_grammar,gerund-as-a-noun,Baseline,0
4232694647579529e3,production_grammar,gerund-as-a-noun,Post-test,0
4232694647579529e3,production_vocabulary,NA,Baseline,1
4232694647579529e3,production_vocabulary,NA,Post-test,1
4232694647579529e3,multiple-choice_grammar,articles,Baseline,1
4232694647579529e3,multiple-choice_grammar,articles,Post-test,1
4232694647579529e3,multiple-choice_grammar,existential,Baseline,0
4232694647579529e3,multiple-choice_grammar,existential,Post-test,1
3179084047907346400,production_grammar,simple-present-questions-does,Baseline,0
3179084047907346400,production_grammar,simple-present-questions-does,Post-test,1
3179084047907346400,production_vocabulary,NA,Baseline,1
3179084047907346400,production_vocabulary,NA,Post-test,1
3179084047907346400,multiple-choice_grammar,existential,Baseline,0
3179084047907346400,multiple-choice_grammar,existential,Post-test,1
3179084047907346400,multiple-choice_grammar,plural,Baseline,1
3179084047907346400,multiple-choice_grammar,plural,Post-test,1
5044940114675762e3,production_grammar,simple-present-questions-do,Baseline,1
5044940114675762e3,production_grammar,simple-present-questions-do,Post-test,1
5044940114675762e3,production_vocabulary,NA,Baseline,1
5044940114675762e3,production_vocabulary,NA,Post-test,1
5044940114675762e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
5044940114675762e3,multiple-choice_grammar,simple-present-q-be,Post-test,1
5044940114675762e3,multiple-choice_vocabulary,NA,Baseline,1
5044940114675762e3,multiple-choice_vocabulary,NA,Post-test,1
1814613161292296200,production_grammar,simple-present-neg-does,Baseline,1
1814613161292296200,production_grammar,simple-present-neg-does,Post-test,1
1814613161292296200,production_vocabulary,NA,Baseline,0
1814613161292296200,production_vocabulary,NA,Post-test,0
1814613161292296200,multiple-choice_grammar,simple-present-q-does,Baseline,1
1814613161292296200,multiple-choice_grammar,simple-present-q-does,Post-test,0
1814613161292296200,multiple-choice_vocabulary,NA,Baseline,1
1814613161292296200,multiple-choice_vocabulary,NA,Post-test,1
7757184099519073e3,production_grammar,simple-present-neg-does,Baseline,1
7757184099519073e3,production_grammar,simple-present-neg-does,Post-test,1
7757184099519073e3,production_vocabulary,NA,Baseline,1
7757184099519073e3,production_vocabulary,NA,Post-test,1
7757184099519073e3,multiple-choice_grammar,plural,Baseline,1
7757184099519073e3,multiple-choice_grammar,plural,Post-test,1
7757184099519073e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
7757184099519073e3,multiple-choice_grammar,simple-present-q-be,Post-test,1
16447458952161366e3,production_grammar,existential,Baseline,0
16447458952161366e3,production_grammar,existential,Post-test,0
16447458952161366e3,production_vocabulary,NA,Baseline,1
16447458952161366e3,production_vocabulary,NA,Post-test,1
16447458952161366e3,multiple-choice_grammar,possessive-s,Baseline,0
16447458952161366e3,multiple-choice_grammar,possessive-s,Post-test,1
16447458952161366e3,multiple-choice_grammar,articles,Baseline,1
16447458952161366e3,multiple-choice_grammar,articles,Post-test,1
5831244136384463e3,production_grammar,imperative,Baseline,1
5831244136384463e3,production_grammar,imperative,Post-test,1
5831244136384463e3,production_vocabulary,NA,Baseline,1
5831244136384463e3,production_vocabulary,NA,Post-test,1
5831244136384463e3,multiple-choice_grammar,modal-verbs,Baseline,1
5831244136384463e3,multiple-choice_grammar,modal-verbs,Post-test,1
5831244136384463e3,multiple-choice_grammar,simple-present-neg-does,Baseline,1
5831244136384463e3,multiple-choice_grammar,simple-present-neg-does,Post-test,1
7528762056647512e3,production_grammar,simple-present-statements-non-3rd,Baseline,1
7528762056647512e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
7528762056647512e3,production_vocabulary,NA,Baseline,1
7528762056647512e3,production_vocabulary,NA,Post-test,1
7528762056647512e3,multiple-choice_grammar,possessive-s,Baseline,0
7528762056647512e3,multiple-choice_grammar,possessive-s,Post-test,0
7528762056647512e3,multiple-choice_vocabulary,NA,Baseline,1
7528762056647512e3,multiple-choice_vocabulary,NA,Post-test,1
14912129053015818e3,production_grammar,present-progressive,Baseline,0
14912129053015818e3,production_grammar,present-progressive,Post-test,1
14912129053015818e3,production_vocabulary,NA,Baseline,1
14912129053015818e3,production_vocabulary,NA,Post-test,1
14912129053015818e3,multiple-choice_grammar,modal-verbs,Baseline,1
14912129053015818e3,multiple-choice_grammar,modal-verbs,Post-test,1
14912129053015818e3,multiple-choice_vocabulary,NA,Baseline,1
14912129053015818e3,multiple-choice_vocabulary,NA,Post-test,1
17231471110729896e3,production_grammar,simple-present-questions-does,Baseline,1
17231471110729896e3,production_grammar,simple-present-questions-does,Post-test,1
17231471110729896e3,production_vocabulary,NA,Baseline,1
17231471110729896e3,production_vocabulary,NA,Post-test,1
17231471110729896e3,multiple-choice_grammar,plural,Baseline,1
17231471110729896e3,multiple-choice_grammar,plural,Post-test,1
17231471110729896e3,multiple-choice_vocabulary,NA,Baseline,1
17231471110729896e3,multiple-choice_vocabulary,NA,Post-test,1
4829101414721274e3,production_grammar,imperative,Baseline,1
4829101414721274e3,production_grammar,imperative,Post-test,1
4829101414721274e3,production_vocabulary,NA,Baseline,0
4829101414721274e3,production_vocabulary,NA,Post-test,1
4829101414721274e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
4829101414721274e3,multiple-choice_grammar,simple-present-q-be,Post-test,0
4829101414721274e3,multiple-choice_grammar,it-as-a-subject,Baseline,1
4829101414721274e3,multiple-choice_grammar,it-as-a-subject,Post-test,1
6307548726209235e3,production_grammar,simple-present-questions-do,Baseline,0
6307548726209235e3,production_grammar,simple-present-questions-do,Post-test,0
6307548726209235e3,production_vocabulary,NA,Baseline,1
6307548726209235e3,production_vocabulary,NA,Post-test,1
6307548726209235e3,multiple-choice_grammar,articles,Baseline,1
6307548726209235e3,multiple-choice_grammar,articles,Post-test,1
6307548726209235e3,multiple-choice_vocabulary,NA,Baseline,1
6307548726209235e3,multiple-choice_vocabulary,NA,Post-test,1
1581854035593295e4,production_grammar,comparatives-superlatives,Baseline,1
1581854035593295e4,production_grammar,comparatives-superlatives,Post-test,0
1581854035593295e4,production_vocabulary,NA,Baseline,0
1581854035593295e4,production_vocabulary,NA,Post-test,0
1581854035593295e4,multiple-choice_grammar,simple-present-statements-3rd,Baseline,1
1581854035593295e4,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
1581854035593295e4,multiple-choice_vocabulary,NA,Baseline,1
1581854035593295e4,multiple-choice_vocabulary,NA,Post-test,1
7176026058270786e3,production_grammar,imperative,Baseline,1
7176026058270786e3,production_grammar,imperative,Post-test,1
7176026058270786e3,production_vocabulary,NA,Baseline,0
7176026058270786e3,production_vocabulary,NA,Post-test,0
7176026058270786e3,multiple-choice_grammar,comparatives-superlatives,Baseline,1
7176026058270786e3,multiple-choice_grammar,comparatives-superlatives,Post-test,1
7176026058270786e3,multiple-choice_vocabulary,NA,Baseline,1
7176026058270786e3,multiple-choice_vocabulary,NA,Post-test,1
10147816573175405e3,production_grammar,plural,Baseline,1
10147816573175405e3,production_grammar,plural,Post-test,1
10147816573175405e3,production_vocabulary,NA,Baseline,0
10147816573175405e3,production_vocabulary,NA,Post-test,0
10147816573175405e3,multiple-choice_grammar,present-progressive,Baseline,0
10147816573175405e3,multiple-choice_grammar,present-progressive,Post-test,0
10147816573175405e3,multiple-choice_vocabulary,NA,Baseline,1
10147816573175405e3,multiple-choice_vocabulary,NA,Post-test,1
18343193514222019e3,production_grammar,present-progressive,Baseline,0
18343193514222019e3,production_grammar,present-progressive,Post-test,1
18343193514222019e3,production_vocabulary,NA,Baseline,1
18343193514222019e3,production_vocabulary,NA,Post-test,1
18343193514222019e3,multiple-choice_grammar,present-progressive,Baseline,0
18343193514222019e3,multiple-choice_grammar,present-progressive,Post-test,1
18343193514222019e3,multiple-choice_vocabulary,NA,Baseline,1
18343193514222019e3,multiple-choice_vocabulary,NA,Post-test,1
15604465501016252e3,production_grammar,present-progressive,Baseline,0
15604465501016252e3,production_grammar,present-progressive,Post-test,1
15604465501016252e3,production_vocabulary,NA,Baseline,1
15604465501016252e3,production_vocabulary,NA,Post-test,1
15604465501016252e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
15604465501016252e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
15604465501016252e3,multiple-choice_grammar,articles,Baseline,1
15604465501016252e3,multiple-choice_grammar,articles,Post-test,1
10988758439322235e3,production_grammar,present-progressive,Baseline,1
10988758439322235e3,production_grammar,present-progressive,Post-test,1
10988758439322235e3,production_vocabulary,NA,Baseline,0
10988758439322235e3,production_vocabulary,NA,Post-test,0
10988758439322235e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
10988758439322235e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
10988758439322235e3,multiple-choice_vocabulary,NA,Baseline,1
10988758439322235e3,multiple-choice_vocabulary,NA,Post-test,1
2123600726783936500,production_grammar,simple-present-statements-3rd,Baseline,0
2123600726783936500,production_grammar,simple-present-statements-3rd,Post-test,0
2123600726783936500,production_vocabulary,NA,Baseline,1
2123600726783936500,production_vocabulary,NA,Post-test,1
2123600726783936500,multiple-choice_grammar,articles,Baseline,1
2123600726783936500,multiple-choice_grammar,articles,Post-test,1
2123600726783936500,multiple-choice_vocabulary,NA,Baseline,1
2123600726783936500,multiple-choice_vocabulary,NA,Post-test,0
4616462981925405e3,production_grammar,present-progressive,Baseline,0
4616462981925405e3,production_grammar,present-progressive,Post-test,0
4616462981925405e3,production_vocabulary,NA,Baseline,1
4616462981925405e3,production_vocabulary,NA,Post-test,0
4616462981925405e3,multiple-choice_grammar,plural,Baseline,0
4616462981925405e3,multiple-choice_grammar,plural,Post-test,0
4616462981925405e3,multiple-choice_vocabulary,NA,Baseline,1
4616462981925405e3,multiple-choice_vocabulary,NA,Post-test,0
8718272866009157e3,production_grammar,simple-present-neg-does,Baseline,1
8718272866009157e3,production_grammar,simple-present-neg-does,Post-test,1
8718272866009157e3,production_vocabulary,NA,Baseline,1
8718272866009157e3,production_vocabulary,NA,Post-test,1
8718272866009157e3,multiple-choice_grammar,simple-present-q-does,Baseline,1
8718272866009157e3,multiple-choice_grammar,simple-present-q-does,Post-test,1
8718272866009157e3,multiple-choice_grammar,articles,Baseline,0
8718272866009157e3,multiple-choice_grammar,articles,Post-test,0
545147667380275200,production_grammar,comparatives-superlatives,Baseline,0
545147667380275200,production_grammar,comparatives-superlatives,Post-test,1
545147667380275200,production_vocabulary,NA,Baseline,0
545147667380275200,production_vocabulary,NA,Post-test,0
545147667380275200,multiple-choice_grammar,simple-present-neg-does,Baseline,1
545147667380275200,multiple-choice_grammar,simple-present-neg-does,Post-test,1
545147667380275200,multiple-choice_grammar,comparatives-superlatives,Baseline,1
545147667380275200,multiple-choice_grammar,comparatives-superlatives,Post-test,1
8775639687722099e3,production_grammar,present-progressive,Baseline,1
8775639687722099e3,production_grammar,present-progressive,Post-test,1
8775639687722099e3,production_vocabulary,NA,Baseline,1
8775639687722099e3,production_vocabulary,NA,Post-test,1
8775639687722099e3,multiple-choice_grammar,simple-present-neg-do,Baseline,0
8775639687722099e3,multiple-choice_grammar,simple-present-neg-do,Post-test,0
8775639687722099e3,multiple-choice_grammar,simple-present-q-be,Baseline,0
8775639687722099e3,multiple-choice_grammar,simple-present-q-be,Post-test,0
133487437816289e5,production_grammar,simple-present-questions-do,Baseline,1
133487437816289e5,production_grammar,simple-present-questions-do,Post-test,1
133487437816289e5,production_vocabulary,NA,Baseline,1
133487437816289e5,production_vocabulary,NA,Post-test,1
133487437816289e5,multiple-choice_grammar,comparatives-superlatives,Baseline,1
133487437816289e5,multiple-choice_grammar,comparatives-superlatives,Post-test,0
133487437816289e5,multiple-choice_grammar,plural,Baseline,0
133487437816289e5,multiple-choice_grammar,plural,Post-test,1
2973737850276619300,production_grammar,gerund-as-a-noun,Baseline,0
2973737850276619300,production_grammar,gerund-as-a-noun,Post-test,1
2973737850276619300,production_vocabulary,NA,Baseline,0
2973737850276619300,production_vocabulary,NA,Post-test,1
2973737850276619300,multiple-choice_grammar,simple-present-q-does,Baseline,0
2973737850276619300,multiple-choice_grammar,simple-present-q-does,Post-test,1
2973737850276619300,multiple-choice_vocabulary,NA,Baseline,1
2973737850276619300,multiple-choice_vocabulary,NA,Post-test,1
8298052605958425e3,production_grammar,present-progressive,Baseline,1
8298052605958425e3,production_grammar,present-progressive,Post-test,0
8298052605958425e3,production_vocabulary,NA,Baseline,0
8298052605958425e3,production_vocabulary,NA,Post-test,0
8298052605958425e3,multiple-choice_grammar,simple-present-q-does,Baseline,1
8298052605958425e3,multiple-choice_grammar,simple-present-q-does,Post-test,0
8298052605958425e3,multiple-choice_grammar,simple-present-neg-does,Baseline,0
8298052605958425e3,multiple-choice_grammar,simple-present-neg-does,Post-test,1
864609335511134e4,production_grammar,simple-present-neg-does,Baseline,1
864609335511134e4,production_grammar,simple-present-neg-does,Post-test,1
864609335511134e4,production_vocabulary,NA,Baseline,1
864609335511134e4,production_vocabulary,NA,Post-test,1
864609335511134e4,multiple-choice_grammar,simple-present-neg-do,Baseline,1
864609335511134e4,multiple-choice_grammar,simple-present-neg-do,Post-test,1
864609335511134e4,multiple-choice_grammar,existential,Baseline,1
864609335511134e4,multiple-choice_grammar,existential,Post-test,1
5156006321624209e3,production_grammar,plural,Baseline,0
5156006321624209e3,production_grammar,plural,Post-test,0
5156006321624209e3,production_vocabulary,NA,Baseline,0
5156006321624209e3,production_vocabulary,NA,Post-test,0
5156006321624209e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
5156006321624209e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
5156006321624209e3,multiple-choice_grammar,phrasal-verbs,Baseline,0
5156006321624209e3,multiple-choice_grammar,phrasal-verbs,Post-test,0
13898212192569704e3,production_grammar,plural,Baseline,0
13898212192569704e3,production_grammar,plural,Post-test,1
13898212192569704e3,production_vocabulary,NA,Baseline,0
13898212192569704e3,production_vocabulary,NA,Post-test,1
13898212192569704e3,multiple-choice_grammar,modal-verbs,Baseline,1
13898212192569704e3,multiple-choice_grammar,modal-verbs,Post-test,0
13898212192569704e3,multiple-choice_grammar,plural,Baseline,1
13898212192569704e3,multiple-choice_grammar,plural,Post-test,1
9723213332064326e3,production_grammar,simple-present-statements-3rd,Baseline,1
9723213332064326e3,production_grammar,simple-present-statements-3rd,Post-test,1
9723213332064326e3,production_vocabulary,NA,Baseline,1
9723213332064326e3,production_vocabulary,NA,Post-test,1
9723213332064326e3,multiple-choice_grammar,present-progressive,Baseline,0
9723213332064326e3,multiple-choice_grammar,present-progressive,Post-test,0
9723213332064326e3,multiple-choice_vocabulary,NA,Baseline,0
9723213332064326e3,multiple-choice_vocabulary,NA,Post-test,1
1360801307558313e4,production_grammar,existential,Baseline,0
1360801307558313e4,production_grammar,existential,Post-test,0
1360801307558313e4,production_vocabulary,NA,Baseline,1
1360801307558313e4,production_vocabulary,NA,Post-test,0
1360801307558313e4,multiple-choice_grammar,plural,Baseline,0
1360801307558313e4,multiple-choice_grammar,plural,Post-test,0
1360801307558313e4,multiple-choice_grammar,it-as-a-subject,Baseline,0
1360801307558313e4,multiple-choice_grammar,it-as-a-subject,Post-test,0
13279614787607364e3,production_grammar,it-as-a-subject,Baseline,1
13279614787607364e3,production_grammar,it-as-a-subject,Post-test,0
13279614787607364e3,production_vocabulary,NA,Baseline,1
13279614787607364e3,production_vocabulary,NA,Post-test,1
13279614787607364e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
13279614787607364e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
13279614787607364e3,multiple-choice_grammar,existential,Baseline,0
13279614787607364e3,multiple-choice_grammar,existential,Post-test,1
15421364084761035e3,production_grammar,present-progressive,Baseline,0
15421364084761035e3,production_grammar,present-progressive,Post-test,1
15421364084761035e3,production_vocabulary,NA,Baseline,1
15421364084761035e3,production_vocabulary,NA,Post-test,1
15421364084761035e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,1
15421364084761035e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
15421364084761035e3,multiple-choice_vocabulary,NA,Baseline,1
15421364084761035e3,multiple-choice_vocabulary,NA,Post-test,1
16200246257376905e3,production_grammar,modal-verbs,Baseline,1
16200246257376905e3,production_grammar,modal-verbs,Post-test,1
16200246257376905e3,production_vocabulary,NA,Baseline,0
16200246257376905e3,production_vocabulary,NA,Post-test,1
16200246257376905e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,1
16200246257376905e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
16200246257376905e3,multiple-choice_vocabulary,NA,Baseline,1
16200246257376905e3,multiple-choice_vocabulary,NA,Post-test,1
12652618234521242e3,production_grammar,simple-present-questions-does,Baseline,1
12652618234521242e3,production_grammar,simple-present-questions-does,Post-test,0
12652618234521242e3,production_vocabulary,NA,Baseline,0
12652618234521242e3,production_vocabulary,NA,Post-test,0
12652618234521242e3,multiple-choice_grammar,simple-present-q-does,Baseline,0
12652618234521242e3,multiple-choice_grammar,simple-present-q-does,Post-test,0
12652618234521242e3,multiple-choice_grammar,it-as-a-subject,Baseline,0
12652618234521242e3,multiple-choice_grammar,it-as-a-subject,Post-test,0
1296032435180909600,production_grammar,existential,Baseline,0
1296032435180909600,production_grammar,existential,Post-test,0
1296032435180909600,production_vocabulary,NA,Baseline,0
1296032435180909600,production_vocabulary,NA,Post-test,0
1296032435180909600,multiple-choice_grammar,existential,Baseline,0
1296032435180909600,multiple-choice_grammar,existential,Post-test,0
1296032435180909600,multiple-choice_grammar,simple-present-q-do,Baseline,1
1296032435180909600,multiple-choice_grammar,simple-present-q-do,Post-test,0
5999052996817231e3,production_grammar,comparatives-superlatives,Baseline,0
5999052996817231e3,production_grammar,comparatives-superlatives,Post-test,1
5999052996817231e3,production_vocabulary,NA,Baseline,0
5999052996817231e3,production_vocabulary,NA,Post-test,1
5999052996817231e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
5999052996817231e3,multiple-choice_grammar,simple-present-q-be,Post-test,1
5999052996817231e3,multiple-choice_vocabulary,NA,Baseline,0
5999052996817231e3,multiple-choice_vocabulary,NA,Post-test,1
2835176824043461600,production_grammar,simple-present-statements-3rd,Baseline,0
2835176824043461600,production_grammar,simple-present-statements-3rd,Post-test,0
2835176824043461600,production_vocabulary,NA,Baseline,1
2835176824043461600,production_vocabulary,NA,Post-test,0
2835176824043461600,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
2835176824043461600,multiple-choice_grammar,simple-present-statements-3rd,Post-test,0
2835176824043461600,multiple-choice_grammar,existential,Baseline,0
2835176824043461600,multiple-choice_grammar,existential,Post-test,1
8232477934229643e3,production_grammar,gerund-as-a-noun,Baseline,0
8232477934229643e3,production_grammar,gerund-as-a-noun,Post-test,0
8232477934229643e3,production_vocabulary,NA,Baseline,1
8232477934229643e3,production_vocabulary,NA,Post-test,1
8232477934229643e3,multiple-choice_grammar,present-progressive,Baseline,0
8232477934229643e3,multiple-choice_grammar,present-progressive,Post-test,0
8232477934229643e3,multiple-choice_grammar,existential,Baseline,1
8232477934229643e3,multiple-choice_grammar,existential,Post-test,1
1069203697842202600,production_grammar,gerund-as-a-noun,Baseline,0
1069203697842202600,production_grammar,gerund-as-a-noun,Post-test,0
1069203697842202600,production_vocabulary,NA,Baseline,1
1069203697842202600,production_vocabulary,NA,Post-test,1
1069203697842202600,multiple-choice_grammar,articles,Baseline,1
1069203697842202600,multiple-choice_grammar,articles,Post-test,1
1069203697842202600,multiple-choice_grammar,articles,Baseline,1
1069203697842202600,multiple-choice_grammar,articles,Post-test,1
5214970974803985e3,production_grammar,it-as-a-subject,Baseline,1
5214970974803985e3,production_grammar,it-as-a-subject,Post-test,1
5214970974803985e3,production_vocabulary,NA,Baseline,1
5214970974803985e3,production_vocabulary,NA,Post-test,1
5214970974803985e3,multiple-choice_grammar,articles,Baseline,1
5214970974803985e3,multiple-choice_grammar,articles,Post-test,1
5214970974803985e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
5214970974803985e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,0
14291133062801371e3,production_grammar,simple-present-statements-non-3rd,Baseline,0
14291133062801371e3,production_grammar,simple-present-statements-non-3rd,Post-test,0
14291133062801371e3,production_vocabulary,NA,Baseline,1
14291133062801371e3,production_vocabulary,NA,Post-test,1
14291133062801371e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
14291133062801371e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
14291133062801371e3,multiple-choice_grammar,simple-present-q-do,Baseline,1
14291133062801371e3,multiple-choice_grammar,simple-present-q-do,Post-test,1
14624430129419155e3,production_grammar,comparatives-superlatives,Baseline,1
14624430129419155e3,production_grammar,comparatives-superlatives,Post-test,1
14624430129419155e3,production_vocabulary,NA,Baseline,1
14624430129419155e3,production_vocabulary,NA,Post-test,1
14624430129419155e3,multiple-choice_grammar,simple-present-q-do,Baseline,0
14624430129419155e3,multiple-choice_grammar,simple-present-q-do,Post-test,1
14624430129419155e3,multiple-choice_vocabulary,NA,Baseline,1
14624430129419155e3,multiple-choice_vocabulary,NA,Post-test,1
484785932654106600,production_grammar,it-as-a-subject,Baseline,1
484785932654106600,production_grammar,it-as-a-subject,Post-test,0
484785932654106600,production_vocabulary,NA,Baseline,0
484785932654106600,production_vocabulary,NA,Post-test,0
484785932654106600,multiple-choice_grammar,simple-present-q-does,Baseline,0
484785932654106600,multiple-choice_grammar,simple-present-q-does,Post-test,1
484785932654106600,multiple-choice_grammar,comparatives-superlatives,Baseline,0
484785932654106600,multiple-choice_grammar,comparatives-superlatives,Post-test,0
10719879860538345e3,production_grammar,it-as-a-subject,Baseline,1
10719879860538345e3,production_grammar,it-as-a-subject,Post-test,0
10719879860538345e3,production_vocabulary,NA,Baseline,1
10719879860538345e3,production_vocabulary,NA,Post-test,1
10719879860538345e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,1
10719879860538345e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,0
10719879860538345e3,multiple-choice_vocabulary,NA,Baseline,1
10719879860538345e3,multiple-choice_vocabulary,NA,Post-test,1
13067088385679108e3,production_grammar,imperative,Baseline,1
13067088385679108e3,production_grammar,imperative,Post-test,1
13067088385679108e3,production_vocabulary,NA,Baseline,1
13067088385679108e3,production_vocabulary,NA,Post-test,0
13067088385679108e3,multiple-choice_grammar,articles,Baseline,0
13067088385679108e3,multiple-choice_grammar,articles,Post-test,0
13067088385679108e3,multiple-choice_grammar,modal-verbs,Baseline,1
13067088385679108e3,multiple-choice_grammar,modal-verbs,Post-test,1
2687375584120745e3,production_grammar,present-progressive,Baseline,0
2687375584120745e3,production_grammar,present-progressive,Post-test,0
2687375584120745e3,production_vocabulary,NA,Baseline,1
2687375584120745e3,production_vocabulary,NA,Post-test,1
2687375584120745e3,multiple-choice_grammar,comparatives-superlatives,Baseline,0
2687375584120745e3,multiple-choice_grammar,comparatives-superlatives,Post-test,1
2687375584120745e3,multiple-choice_vocabulary,NA,Baseline,1
2687375584120745e3,multiple-choice_vocabulary,NA,Post-test,1
14926399743936115e3,production_grammar,simple-present-statements-3rd,Baseline,0
14926399743936115e3,production_grammar,simple-present-statements-3rd,Post-test,0
14926399743936115e3,production_vocabulary,NA,Baseline,1
14926399743936115e3,production_vocabulary,NA,Post-test,1
14926399743936115e3,multiple-choice_grammar,present-progressive,Baseline,1
14926399743936115e3,multiple-choice_grammar,present-progressive,Post-test,1
14926399743936115e3,multiple-choice_vocabulary,NA,Baseline,1
14926399743936115e3,multiple-choice_vocabulary,NA,Post-test,1
2931213637272963e3,production_grammar,simple-present-neg-do,Baseline,1
2931213637272963e3,production_grammar,simple-present-neg-do,Post-test,1
2931213637272963e3,production_vocabulary,NA,Baseline,1
2931213637272963e3,production_vocabulary,NA,Post-test,0
2931213637272963e3,multiple-choice_grammar,plural,Baseline,1
2931213637272963e3,multiple-choice_grammar,plural,Post-test,0
2931213637272963e3,multiple-choice_vocabulary,NA,Baseline,0
2931213637272963e3,multiple-choice_vocabulary,NA,Post-test,0
9230719733871673e3,production_grammar,gerund-as-a-noun,Baseline,1
9230719733871673e3,production_grammar,gerund-as-a-noun,Post-test,1
9230719733871673e3,production_vocabulary,NA,Baseline,1
9230719733871673e3,production_vocabulary,NA,Post-test,1
9230719733871673e3,multiple-choice_grammar,existential,Baseline,0
9230719733871673e3,multiple-choice_grammar,existential,Post-test,0
9230719733871673e3,multiple-choice_vocabulary,NA,Baseline,0
9230719733871673e3,multiple-choice_vocabulary,NA,Post-test,1
16677684360619114e3,production_grammar,modal-verbs,Baseline,0
16677684360619114e3,production_grammar,modal-verbs,Post-test,0
16677684360619114e3,production_vocabulary,NA,Baseline,0
16677684360619114e3,production_vocabulary,NA,Post-test,0
16677684360619114e3,multiple-choice_grammar,plural,Baseline,0
16677684360619114e3,multiple-choice_grammar,plural,Post-test,1
16677684360619114e3,multiple-choice_grammar,it-as-a-subject,Baseline,0
16677684360619114e3,multiple-choice_grammar,it-as-a-subject,Post-test,0
4797409700029899e3,production_grammar,modal-verbs,Baseline,0
4797409700029899e3,production_grammar,modal-verbs,Post-test,1
4797409700029899e3,production_vocabulary,NA,Baseline,1
4797409700029899e3,production_vocabulary,NA,Post-test,1
4797409700029899e3,multiple-choice_grammar,articles,Baseline,1
4797409700029899e3,multiple-choice_grammar,articles,Post-test,1
4797409700029899e3,multiple-choice_vocabulary,NA,Baseline,1
4797409700029899e3,multiple-choice_vocabulary,NA,Post-test,1
